stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
MCGGLEWN,MCGGLEWN,MCGAVOCK PIKE & GLENMEADE DR WB,1263 MCGAVOCK PIKE & GLENMEADE DR,36.204035,-86.726778,,,,,,0
31AHEDSN,31AHEDSN,31ST AVE N AND HEDRICK ST SB,,36.143655,-86.816301,,,,,,
31AHEDNF,31AHEDNF,31ST AVE N & HEDRICK ST NB,,36.144012,-86.816447,,,,,,
EDG15AWN,EDG15AWN,EDGEHILL AVE & 15TH AVE S WB,,36.14316,-86.790598,,,,,,
EDG10AEN,EDG10AEN,EDGEHILL AVE & 10TH AVE S EB,,36.141838,-86.78351,,,,,,
WED19AWN,WED19AWN,WEDGEWOOD AVE & 19TH AVE WB,,36.137391,-86.798009,,,,,,
GREFAIN,GREFAIN,GREEN ST & FAIRFIELD AVE NB,,36.152666,-86.75629,,,,,,
LEBRIVEF,LEBRIVEF,LEBANON PIKE & RIVERSTONE BLVD EB,LEBANON PK & RIVERSTONE BLVD,36.170385,-86.653513,,,,,,
LEBRIVWN,LEBRIVWN,LEBANON PIKE & RIVERSTONE BLVD SB,LEBANON PK & RIVERSTONE BLVD,36.170671,-86.653457,,,,,,
DKWM,DKWM,DICKSON WAL-MART P & R,399 RUGER DR,36.059972,-87.379122,,,,,,
CXI17AVE,CXI17AVE,17TH AVE STATION INBOUND,1701 CHARLOTTE AVE & 17TH AVE,36.158718,-86.79822,,,,,,1
11ACHASF,11ACHASF,11TH AVE & CHARLOTTE AVE SB,361 11TH AVE,36.161582,-86.790293,,,,,,0
11ACHUSF,11ACHUSF,11TH AVE & CHURCH ST SB,321 11TH AVE & CHURCH ST,36.159402,-86.788385,,,,,,0
11APORSF,11APORSF,11TH AVE & PORTER ST SB,303 11TH AVE & PORTER ST,36.157903,-86.786781,,,,,,
11ADEMSF,11ADEMSF,11TH AVE & DEMONBREUN SB,4 11TH AVE & MCGAVOCK ST,36.155013,-86.785074,,,,,,
11ALAUSF,11ALAUSF,11TH AVE & LAUREL ST SB,279 11TH AVE & LAUREL ST,36.153661,-86.784135,,,,,,0
11A12ANM,11A12ANM,11TH AVE & 12TH AVE NB,372 11TH AVE,36.152335,-86.783785,,,,,,
11ALAUNN,11ALAUNN,11TH AVE & LAUREL ST NB,252 11TH AVE & LAUREL ST,36.153717,-86.784006,,,,,,
11ADEMNF,11ADEMNF,11TH AVE & DEMONBREUN NB,20 11TH AVE & MCGAVOCK ST,36.155189,-86.785031,,,,,,
11APORNN,11APORNN,11TH AVE & PORTER ST NB,302 11TH AVE & PORTER ST,36.157887,-86.786591,,,,,,
11ACHUNF,11ACHUNF,11TH AVE & CHURCH ST NB,325 11TH AVE & CHURCH ST,36.159745,-86.788521,,,,,,0
DRDJOJSN,DRDJOJSN,DR DB TODD JR BLVD & JO JOHNSTON AV,555 DR DB TODD JR BLVD & JO JOHNSTON AVE,36.160663,-86.802047,,,,,,
MURFEREF,MURFEREF,MURFREESBORO PK & FERGUS RD,5544 USHY 41 & FERGUS RD,36.010319,-86.543967,,,,,,
MURFERWF,MURFERWF,MURFREESBORO PIKE & FERGUS RD WB,,36.011107,-86.54452,,,,,,
MURSTOWF,MURSTOWF,MURFREESBORO PIKE & STONES RIVER RD,,36.019614,-86.573641,,,,,,
MURJACWF,MURJACWF,MURFREESBORO PIKE & JACKSON SQ BLVD,,36.020262,-86.576425,,,,,,
MURCITWN,MURCITWN,MURFREESBORO PIKE & CITY HALL WB,,36.021807,-86.581929,,,,,,
MURCITEN,MURCITEN,MURFREESBORO PIKE & CITY HALL EB,,36.021879,-86.582799,,,,,,
MURJACEN,MURJACEN,MURFREESBORO PIKE & JACKSON SQ BLVD,,36.020026,-86.576793,,,,,,
GALPNR,GALPNR,GALLATIN PARK & RIDE,,36.366956,-86.502848,,,,,,0
OLDFORT,OLDFORT,OLD FORT PARK AND RIDE,,35.847442,-86.410231,,,,,,
RECHAREN,RECHAREN,RECOVERY RD & HARDING PL EB,,36.080245,-86.717891,,,,,,
HARTAMEN,HARTAMEN,HARDING PL & TAMPA DR EB,,36.082531,-86.710672,,,,,,
HAREZEEN,HAREZEEN,HARDING PL & EZELL PK EB,,36.08944,-86.688593,,,,,,
WALWILWF,WALWILWF,WALLACE RD & WILLARD DR WB,,36.079863,-86.703793,,,,,,
WALTURWN,WALTURWN,WALLACE RD & TURLEY DR WB,,36.079101,-86.708119,,,,,,
EZECONWN,EZECONWN,EZELL PIKE CONVENIENCE CTR WB,3240 EZELL PIKE,36.086817,-86.686874,,,,,,
NOLTAYSN,NOLTAYSN,NOLENSVILLE PK & TAYLOR RD SB,,36.069885,-86.721628,,,,,,
GREKNIWF,GREKNIWF,GREEN LN & KNIGHT DR WB,,36.236813,-86.803848,,,,,,
GREKNIEN,GREKNIEN,GREEN LN & KNIGHT DR EB,,36.236671,-86.803279,,,,,,
DBT17ASM,DBT17ASM,DR D.B. TODD JR BLVD & 17TH AVE SB,,36.177971,-86.810256,,,,,,
DBT17ANN,DBT17ANN,DR D.B. TODD JR BLVD & 17TH AVE NB,,36.178287,-86.810246,,,,,,
PORPREWF,PORPREWF,PORTER RD & PRESTON DR WB,1981 PORTER RD & PRESTON DR,36.19602,-86.717558,,,,,,
RURCORNN,RURCORNN,RURAL AVE AND CORBETT LN (BIG PICTURE H.S.),,36.142901,-86.856027,,,,,,
CLK E11,CLK E11,CLARKSVILLE EXIT 11 P&R,,36.525005,-87.217205,,,,,,
THKG,THKG,THOMPSON LN KROGER,,36.110432,-86.724234,,,,,,0
BILTAPTS,BILTAPTS,BILTMORE APARTMENTS AT GLASTONBURY & MASSMAN,510 GLASTONBURY RD & BRILEY PKWY,36.133289,-86.701186,,,,,,
THOMUREN,THOMUREN,E THOMPSON & MURFREESBORO EB,,36.126231,-86.711711,,,,,,
THOMURWF,THOMURWF,E THOMPSON & MURFREESBORO WB,,36.126212,-86.712275,,,,,,0
COLEMAN,COLEMAN,COLEMAN RECREATION CENTER,,36.11191,-86.743385,,,,,,
THOSEAEF,THOSEAEF,THOMPSON LN & SEABOARD DR EB,,36.111093,-86.74961,,,,,,
THOGRAEF,THOGRAEF,THOMPSON LN & GRANDVIEW EB,,36.110896,-86.746532,,,,,,
THOSIMEF,THOSIMEF,THOMPSON LN & SIMMONS EB,,36.110422,-86.740431,,,,,,
THOSTEEF,THOSTEEF,THOMPSON LN & ST EDWARDS DR EB,,36.110185,-86.738175,,,,,,
THOWINEN,THOWINEN,THOMPSON LN & WINGATE AVE EB,,36.10985,-86.734791,,,,,,
THOSELEN,THOSELEN,THOMPSON LN & SELENA DR EB,,36.109606,-86.732269,,,,,,
ETHGLENF,ETHGLENF,E THOMPSON LN & GLENROSE NB,,36.115479,-86.719325,,,,,,0
ETHOLDNN,ETHOLDNN,E THOMPSON LN & OLD GLENROSE NB,,36.117135,-86.719031,,,,,,
ETHCURNF,ETHCURNF,E THOMPSON LN & CURREY RD NB,,36.119019,-86.718415,,,,,,
ETHLAWNF,ETHLAWNF,E THOMPSON LN & LAWNDALE NB,,36.122521,-86.71746,,,,,,
ETHBRONN,ETHBRONN,E THOMPSON LN & BROWNING RD NB,,36.120544,-86.717951,,,,,,0
ETHWIMEN,ETHWIMEN,E THOMPSON LN & WIMPOLE EB,,36.124468,-86.715127,,,,,,0
MASKIPNF,MASKIPNF,MASSMAN DR & KIPLING DR NB,,36.130649,-86.700083,,,,,,
MASKIPNM,MASKIPNM,MASSMAN DR & KIPLING DR NB,,36.13214,-86.700675,,,,,,0
MASGLANF,MASGLANF,MASSMAN DR & GLASTONBURY DR NB,,36.133947,-86.702625,,,,,,
MASPATNN,MASPATNN,MASSMAN DR & PATRICIA DR NB,,36.134916,-86.704613,,,,,,
PATKARNN,PATKARNN,PATRICIA DR & KAREN DR NB,,36.138973,-86.70577,,,,,,
KARBRIEN,KARBRIEN,KAREN DR & BRILEY PKWY EB,,36.139535,-86.700785,,,,,,
GLABRIWF,GLABRIWF,GLASTONBURY RD & BRILEY PKWY WB,,36.136966,-86.700464,,,,,,
GLABRIWM,GLABRIWM,GLASTONBURY RD & BRILEY PKWY WB,,36.135986,-86.7016,,,,,,
POWTHONN,POWTHONN,POWELL AVE & THOMPSON LN NB,,36.110613,-86.766894,,,,,,
GLAMASSN,GLAMASSN,GLASTONBURY RD & MASSMAN DR SB,,36.133808,-86.702296,,,,,,
MASGLASM,MASGLASM,MASSMAN DR & GLASTONBURY RD SB,,36.131742,-86.700506,,,,,,0
GOOKIPSF,GOOKIPSF,GOODBAR DR & KIPLING DR SB,,36.130048,-86.700261,,,,,,
GOOTHOSN,GOOTHOSN,GOODBAR DR & THOMPSON PL SB,,36.12736,-86.700639,,,,,,0
THOCATWN,THOCATWN,THOMPSON PL & CATINA DR WB,,36.127309,-86.703813,,,,,,0
THOPATWN,THOPATWN,THOMPSON PL & PATRICIA DR WB,,36.127233,-86.70706,,,,,,
THOMURWN,THOMURWN,THOMPSON PL & MURFREESBORO PK WB,,36.12692,-86.710293,,,,,,0
ETHWIMWN,ETHWIMWN,E THOMPSON LN & WIMPOLE WB,,36.124904,-86.71473,,,,,,0
ETHLAWSF,ETHLAWSF,E THOMPSON LN & LAWNDALE DR SB,,36.121929,-86.717859,,,,,,
ETHBROSF,ETHBROSF,E THOMPSON LN & BROWNING RD SB,,36.120599,-86.718195,,,,,,
ETHWIMSF,ETHWIMSF,E THOMPSON LN & WIMPOLE DR SB,,36.118399,-86.718843,,,,,,
ETHOLDSF,ETHOLDSF,E THOMPSON LN & OLD GLENROSE SB,,36.117036,-86.719289,,,,,,
ETHGLESF,ETHGLESF,E THOMPSON LN & GLENROSE SB,,36.114457,-86.719833,,,,,,
THOSELWN,THOSELWN,THOMPSON LN & SELENA DR WB,,36.109838,-86.731716,,,,,,
THOWINWF,THOWINWF,THOMPSON LN & WINGATE AVE WB,,36.110077,-86.73481,,,,,,
THOSTEWN,THOSTEWN,THOMPSON LN & ST EDWARDS WB,,36.110359,-86.73749,,,,,,
THOSIMWN,THOSIMWN,THOMPSON LN & SIMMONS AVE WB,,36.110649,-86.740541,,,,,,
THOGRAWN,THOGRAWN,THOMPSON LN & GRANDVIEW WB,,36.111126,-86.746656,,,,,,
THOLANWF,THOLANWF,THOMPSON LN & LANDERS AVE WB,,36.111313,-86.749256,,,,,,
THOEUGWN,THOEUGWN,THOMPSON LN & EUGENIA AVE WB,,36.111186,-86.754258,,,,,,
THOKRAWN,THOKRAWN,THOMPSON LN & KRAFT DR WB,,36.111538,-86.757605,,,,,,
THOEIRWN,THOEIRWN,THOMPSON LN & E IRIS DR WB,,36.11203,-86.762728,,,,,,
THOBRAWM,THOBRAWM,THOMPSON LN & BRANSFORD DR WB,,36.112227,-86.764816,,,,,,0
GLASOUWN,GLASOUWN,GLASTONBURY AND SOUTHWOOD WB,,36.135296,-86.701995,,,,,,
5AVHARNN,5AVHARNN,5TH AVE N & HARRISON ST NB,,36.170072,-86.784566,,,,,,0
5AVJRGSN,5AVJRGSN,5TH AVE N & JR GILLIAM WAY SB,1003 5TH AVE & JACKSON ST,36.172987,-86.786627,,,,,,0
MOR57ASN,MOR57ASN,MORROW RD & 57TH AVE N SB,5707 MORROW RD & 57TH AVE,36.160003,-86.857182,,,,,,
MORALASM,MORALASM,MORROW RD & ALABAMA AVE SB,,36.152446,-86.852286,,,,,,
51AGEONF,51AGEONF,51ST AVE N & GEORGIA AVE NB,,36.155586,-86.848664,,,,,,
AGEXPO,AGEXPO,WILLIAMSON CO AG EXPO,4205 LONG LN,35.861601,-86.826882,,,,,,
28ACITNN,28ACITNN,28TH AVE N & CITY BLVD NB,,36.152325,-86.818473,,,,,,
DELCUMSN,DELCUMSN,DELAWARE AVE & CUMBERLAND AVE SB,,36.267283,-86.703557,,,,,,
MCSHAM,MCSHAM,HAMILTON SPRINGS STATION,,36.234559,-86.367777,,,,,,0
FRAKIRNN,FRAKIRNN,FRANKLIN PIKE & KIRKWOOD AVE NB,,36.12109,-86.77526,,,0,,,1
FRABERSN,FRABERSN,FRANKLIN PK & BERRY RD SB,,36.119076,-86.774785,,,,,,
FRABERNF,FRABERNF,FRANKLIN PK & BERRY RD NB,,36.119425,-86.774642,,,,,,
FRATHOSN,FRATHOSN,FRANKLIN PK & THOMPSON LN SB,,36.111314,-86.773528,,,,,,
LISEDWSN,LISEDWSN,LISCHEY AVE & EDWIN ST SB,,36.204415,-86.761388,,,,,,
LISEDISN,LISEDISN,LISCHEY AVE & EDITH AVE SB,,36.202232,-86.761792,,,,,,0
LISGATSF,LISGATSF,LISCHEY AVE & GATEWOOD AVE SB,,36.198892,-86.762388,,,,,,
LISMARSF,LISMARSF,LISCHEY AVE & MARIE ST SB,1380 LISCHEY AVE,36.196073,-86.762889,,,,,,0
LISGATNN,LISGATNN,LISCHEY AVE & GATEWOOD AVE NB,,36.199077,-86.762262,,,,,,
RIVPORSN,RIVPORSN,RIVERSIDE DR & PORTER RD SB,,36.195518,-86.723559,,,,,,0
WED15AEF,WED15AEF,WEDGEWOOD AVE & 15TH AVE S EB,,36.135904,-86.791639,,,,,,
WED15AWF,WED15AWF,WEDGEWOOD AVE & 15TH AVE S WB,,36.136129,-86.792241,,,,,,
WED12AEF,WED12AEF,WEDGEWOOD AVE & 12TH AVE S EB,,36.136059,-86.78829,,,,,,
WED12AWN,WED12AWN,WEDGEWOOD AVE & 12TH AVE S WB,,36.136225,-86.788401,,,,,,
WEDHILEF,WEDHILEF,WEDGEWOOD AVE & HILLSIDE AVE EB,,36.134648,-86.783631,,,,,,
WEDHILWF,WEDHILWF,WEDGEWOOD AVE & HILLSIDE AVE WB,,36.134879,-86.784337,,,,,,
WED8AVEN,WED8AVEN,WEDEWOOD AVE & 8TH AVE S EB,,36.134158,-86.779306,,,,,,
WED8AVWN,WED8AVWN,WEDGEWOOD AVE & 8TH AVE S WB,,36.134333,-86.778933,,,,,,
WEDMARWN,WEDMARWN,WEDGEWOOD AVE & MARTIN ST WB,,36.133499,-86.770303,,,,,,
LISDOUSN,LISDOUSN,LISCHEY AVE & DOUGLAS AVE SB,,36.193722,-86.76329,,,,,,
JONTRINF,JONTRINF,JONES AVE & TRINITY LN NB,,36.205552,-86.75752,,,,,,
21AMURSN,21AMURSN,21ST AVE N & MURPHY AVE SB,,36.155394,-86.804953,,,,,,
CHA20AEF,CHA20AEF,CHARLOTTE AVE & 20TH AVE EB,,36.15712,-86.803218,,,,,,0
CHA20AWN,CHA20AWN,CHARLOTTE AVE & 20TH AVE WB,,36.157269,-86.80345,,,,,,0
NEELAREF,NEELAREF,NEELYS BEND RD & LARKIN SPRINGS RD,,36.249416,-86.686334,,,,,,
CHEMANNF,CHEMANNF,CHEYENNE BLVD & MANZANO RD NB,,36.257698,-86.677769,,,,,,
CHEWARNF,CHEWARNF,CHEYENNE BLVD & WARRIOR RD NB,,36.259274,-86.678827,,,,,,
OLDLARWF,OLDLARWF,E OLD HICKORY BLVD & LARKIN SPRINGS,,36.262692,-86.684728,,,,,,
GALCARNF,GALCARNF,GALLATIN PK & CAROLYN AVE NB,,36.197274,-86.741814,,,,,,0
GALCARSN,GALCARSN,GALLATIN PK & CAROLYN AVE SB,,36.197152,-86.742074,,,,,,
GALOLDNM,GALOLDNM,GALLATIN PIKE & OLD HICKORY NB,,36.264336,-86.711352,,,,,,
GALLOVSN,GALLOVSN,GALLATIN PIKE & LOVELL ST SB,,36.268494,-86.710836,,,,,,
GALBROSF,GALBROSF,GALLATIN PIKE & BROADMOOR SB,,36.22888,-86.725281,,,,,,0
CLECRESM,CLECRESM,CLEGHORN AVE & CRESTMOOR RD SB,,36.108103,-86.818967,,,,,,0
FAIGRESN,FAIGRESN,FAIRFIELD AVE & GREEN ST SB,,36.152845,-86.75644,,,,,,
JEF21AWF,JEF21AWF,JEFFERSON ST & 21ST AVE N WB,,36.169057,-86.810097,,,,,,
CHA33AWF,CHA33AWF,CHARLOTTE AVE & 33RD AVE WB,3304 CHARLOTTE AVE & 33RD AVE,36.152929,-86.824502,,,,,,0
HERFAIWF,HERFAIWF,HERMITAGE AVE & FAIRFIELD AVE WB,,36.154046,-86.756457,,,,,,0
HERFAIEF,HERFAIEF,HERMITAGE AVE & FAIRFIELD AVE EB,,36.153711,-86.755372,,,,,,
MURALUEF,MURALUEF,MURFREESBORO PIKE & ALUMNI DR EB,352 MURFREESBORO PIKE & LESTER AVE,36.145551,-86.752862,,,,,,0
BELHICNM,BELHICNM,BELL RD & HICKORY HIGHLANDS NB,,36.061857,-86.638219,,,,,,
FRAKIRSF,FRAKIRSF,FRANKLIN PIKE & KIRKWOOD AVE SB,,36.121084,-86.775465,,,,,,
DBTJEFNF,DBTJEFNF,DR DB TODD JR BLVD & JEFFERSON ST N,,36.169793,-86.806698,,,,,,
DRDALBSN,DRDALBSN,DR DB TODD JR BLVD & ALBION SB,,36.166411,-86.805459,,,,,,
CHENEENF,CHENEENF,CHEYENNE BLVD & NEELY'S BEND RD NB,,36.241059,-86.67336,,,,,,
DRDALBNF,DRDALBNF,DR DB TODD JR BLVD & ALBION NB,1005 DR DB TODD JR BLVD & ALBION ST,36.166593,-86.805387,,,,,,0
SHE16SWN,SHE16SWN,SHELBY AVE & S 16TH ST WB,,36.170521,-86.74272,,,,,,
PORFRASF,PORFRASF,PORTER & FRANKLIN SB,,36.183255,-86.732786,,,,,,0
PORBENSF,PORBENSF,PORTER RD & BENJAMIN SB FS,,36.185654,-86.73098,,,,,,0
BRITALNN,BRITALNN,BRICK CHURCH PIKE & TALBOTS CORNER,,36.205174,-86.777841,,,,,,
LEBTYLSN,LEBTYLSN,LEBANON PIKE & TYLER DR S,,36.201481,-86.617733,,,,,,
EWIVISWF,EWIVISWF,EWING DR & VISTA LN WB,,36.231564,-86.796079,,,,,,
ROS10AEN,ROS10AEN,ROSA L PARKS BLVD &  10TH AVE N,,36.193576,-86.807947,,,,,,
12ADIVSN,12ADIVSN,12TH AVE S & DIVISION ST SB,,36.151248,-86.784419,,,,,,
WBBTNF,WBBTNF,WHITE BRIDGE RD & BROOKWOOD TERRACE,,36.129801,-86.85491,,,,,,0
WBBTSN,WBBTSN,WHITE BRIDGE PIKE & BROOKWOOD TERRA,,36.129506,-86.854763,,,,,,0
WESCHRWN,WESCHRWN,WEST END & CHRISTOPHER WB,,36.13278,-86.830579,,,,,,
18ACASNN,18ACASNN,18TH AVE N & CASS ST NB,,36.184445,-86.812277,,,,,,
CEC15AEN,CEC15AEN,CECILIA ST & 15TH AVE N EB,,36.187534,-86.81149,,,,,,
CAS12AEN,CAS12AEN,CASS ST & 12TH AVE N EB,,36.185483,-86.808334,,,,,,
CAS9AVEN,CAS9AVEN,CASS ST & 9TH AVE N EB,,36.186527,-86.804188,,,,,,
ROSHUMNN,ROSHUMNN,ROSA PARKS BLVD & HUME ST NB,1400 ROSA PARKS BLVD,36.178845,-86.795014,,,,,,
GARJENWN,GARJENWN,GARFIELD ST & JENKINS ST WB,,36.179972,-86.798108,,,,,,0
ROSHUMSN,ROSHUMSN,ROSA PARKS BLVD & HUME ST SB,50 ROSA PARKS BLVD,36.178888,-86.795338,,,,,,0
NEEALLEM,NEEALLEM,NEELYS BEND RD & ALLEN PASS EB,1248 NEELYS BEND RD,36.24137,-86.67483,,,,,,
OLDCOMNN,OLDCOMNN,OLD MATTHEWS RD & COMBS DR NB,,36.218411,-86.793737,,,,,,
COMOLDWN,COMOLDWN,COMBS DR & OLD MATTHEWS RD WB,,36.218496,-86.793696,,,,,,
OLDCHRNN,OLDCHRNN,OLD MATTHEWS & CHRIS ST NB,,36.213582,-86.795242,,,,,,
OLDCHRSF,OLDCHRSF,OLD MATTHEWS RD & CHRIS ST SB,,36.213582,-86.795152,,,,,,
GWYEWINN,GWYEWINN,GWYNNWOOD DR & EWINGDALE DR NB,,36.23312,-86.792319,,,,,,
GWYRICNN,GWYRICNN,GWYNNWOOD DR & W RICHMOND HILL DR N,,36.236109,-86.792393,,,,,,
RICEWIEN,RICEWIEN,W RICHMOND HILL DR & EWINGDALE DR E,,36.236505,-86.789132,,,,,,
EWIGYNWN,EWIGYNWN,EWINGDALE DR & GWYNWOOD DR WB,,36.233358,-86.792164,,,,,,
DICSUNNN,DICSUNNN,DICKERSON PIKE & SUNSET DR NB,,36.223139,-86.761061,,,,,,
DICMARSM,DICMARSM,DICERKSON PIKE & MARIE SB,,36.198467,-86.770894,,,,,,
25THYDNM,25THYDNM,25TH AVE N & HYDE ST NORTHBOUND MID,,36.18635,-86.816998,,,,,,
TRIOLDWF,TRIOLDWF,TRINITY HILLS PKWY & OLD MATTHEWS R,,36.211817,-86.789034,,,,,,
DICEVASF,DICEVASF,DICKERSON PIKE & EVANSTON RD SB,,36.18983,-86.773075,,,,,,
ARTGARNF,ARTGARNF,ARTHUR AVE & GARFIELD ST NB,,36.177073,-86.800529,,,,,,
ARTJANNF,ARTJANNF,ARTHUR AVE & JANE ST NB,,36.178655,-86.802692,,,,,,
BUC11AWF,BUC11AWF,BUCHANAN ST & 11TH AVE N WB,1082 BUCHANAN ST & 11TH AVE,36.18041,-86.80437,,,,,,0
BAUGREEM,BAUGREEM,BAUGH RD & GREEN MEADOWS EB,,36.06914,-86.935704,,,,,,
MTVCURNN,MTVCURNN,MT VIEW RD & CURTIS HOLLOW RD NB,,36.050908,-86.650893,,,,,,
GWYEWISM,GWYEWISM,GWYNNWOOD DR & EWING DR SB,,36.232276,-86.792475,,,,,,
CHE2AVEF,CHE2AVEF,CHESTNUT & 2ND AVE S EB,,36.145891,-86.764291,,,0,,,0
DRDHERNF,DRDHERNF,DR DB TODD & HERMOSA NB,,36.164543,-86.804504,,,,,,
DBTHEINF,DBTHEINF,DR DB TODD BLVD & HEIMAN ST NB,1353 DR DB TODD JR BLVD & HEIMAN ST,36.171661,-86.807475,,,,,,0
DBTHEISF,DBTHEISF,DR DB TODD BLVD & HEIMAN ST SB,1279 DR DB TODD JR BLVD & HEIMAN ST,36.171184,-86.807413,,,,,,0
DWMRTX,DWMRTX,DICKERSON RD WALMART EXIT,DICKERSON PIKE & DICKERSON RD WALMART DRIVEWAY,36.24654,-86.757077,,,,,,0
DICMAPNF,DICMAPNF,DICKERSON PIKE & MAPLEWOOD TRACE NB,,36.233801,-86.758443,,,,,,0
DICMAPSF,DICMAPSF,DICKERSON PIKE & MAPLEWOOD TRACE SB,3162 ,36.232782,-86.758819,,,,,,0
MCGMUSWF,MCGMUSWF,MCGAVOCK PIKE & MUSIC VALLEY DR WB,I 40,36.21722,-86.6968,,,,,,0
OPRCOMSN,OPRCOMSN,OPRY MILLS DRIVE & COMMISSARY BLDNG,286 17TH AVE,36.21431,-86.701,,,,,,0
OPRWARSN,OPRWARSN,OPRY MILLS DRIVE & WARDROBE BLDNG,,36.210818,-86.699784,,,,,,0
DICBRONF,DICBRONF,DICKERSON PIKE & BROADMOOR NB,DICKERSON PIKE & RAMP,36.229675,-86.759112,,,,,,0
GRNTREE,GRNTREE,GREENTREE TERRACE APARTMENTS,2574 GLENROSE AVE,36.117542,-86.727831,,,,,,0
DOVOAKWN,DOVOAKWN,DOVERSIDE DR & OAKVIEW DR WB,EXIT 25,36.24159,-86.766651,,,,,,0
EAGDOVSN,EAGDOVSN,EAGLEWOOD LN & DOVERSIDE DR SB,,36.241298,-86.767984,,,,,,0
OPRGENSN,OPRGENSN,OPRY MILLS DR & GENERAL JACKSON'S,243 OPRY MILLS DR,36.204344,-86.695126,,,,,,0
19SLILSF,19SLILSF,S 19TH ST & LILLIAN ST SB,312 19TH ST S & LILLIAN ST,36.171708,-86.737265,,,,,,0
WOO5STWF,WOO5STWF,WOODLAND ST & S 5TH ST WB,449 WOODLAND ST,36.171619,-86.765476,,,,,,0
RIVMCGSF,RIVMCGSF,RIVERSIDE DR & MCGAVOCK PK SB,RIVERSIDE DR & CONNECTING ROAD,36.204352,-86.724137,,,,,,0
COLHWYSF,COLHWYSF,COLICE JEANNE RD & HWY 70 SB,693 COLICE JEANNE RD & CROSS TIMBERS DR,36.073714,-86.935402,,,,,,0
COLBAUNF,COLBAUNF,COLICE JEANNE RD & BAUGH RD NB,607 COLICE JEANNE RD & BAUGH RD,36.069474,-86.933429,,,,,,0
COLBAUSN,COLBAUSN,COLICE JEANNE RD & BAUGH RD SB,603 COLICE JEANNE RD & BAUGH RD,36.069342,-86.933604,,,,,,0
MURTHOSF,MURTHOSF,MURFREESBORO PIKE & THOMPSON LANE S,RAMP & MURFREESBORO PIKE,36.12634,-86.710864,,,,,,0
DICWESSF,DICWESSF,DICKERSON PIKE & WESTCHESTER DR SB,3790 DICKERSON PIKE & WESTCHESTER DR,36.262972,-86.757457,,,,,,0
DICBELNN,DICBELNN,DICKERSON PIKE & BELLSHIRE DR NB,3694 DICKERSON PIKE & BELLSHIRE DR,36.259203,-86.757722,,,,,,0
GRAWDUSF,GRAWDUSF,GRAYCROFT AVE & W DUE WEST AVE SB,1214 GRAYCROFT AVE S & W DUE WEST AVE,36.248791,-86.734629,,,,,,0
GRAWDUNN,GRAWDUNN,GRAYCROFT AVE & W DUE WEST AVE NB,GRAYCROFT AVE S & W DUE WEST AVE,36.249038,-86.73439,,,,,,0
DUESAUEF,DUESAUEF,W DUE WEST AVE & SAUNDERS AVE EB,384 W DUE WEST AVE & SAUNDERS AVE,36.248478,-86.728139,,,,,,0
WDUSAUWF,WDUSAUWF,W DUE WEST AVE & SAUNDERS AVE WB,414 W DUE WEST AVE & SAUNDERS AVE,36.248708,-86.729007,,,,,,0
DICTUCNF,DICTUCNF,DICKERSON PIKE & TUCKAHOE DR SB,3740 DICKERSON PIKE & TUCKAHOE DR,36.26144,-86.757429,,,,,,0
DICDUENF,DICDUENF,DICKERSON PIKE & DUE WEST AVE N NB,3584 DICKERSON PIKE & N DUE WEST AVE,36.25664,-86.757824,,,,,,0
EOL4AVEF,EOL4AVEF,E OLD HICKORY BLVD & 4TH AVE EB,411 OLD HICKORY BLVD E & 4TH AVE,36.26271,-86.704983,,,,,,0
BELDICWF,BELDICWF,BELL GRIMES LN & DICKERSON PIKE WB,1014 BELL GRIMES LN,36.268507,-86.756811,,,,,,0
BELBELWM,BELBELWM,BELL GRIMES LN & BELLSHIRE ELEMENTA,1114 BELL GRIMES LN,36.269105,-86.762295,,,,,,0
EDTHEINF,EDTHEINF,ED TEMPLE BLVD & HEIMAN ST NB,1231 ED TEMPLE BLVD & HEIMAN ST,36.169972,-86.82122,,,,,,0
EDTDRWNN,EDTDRWNN,ED TEMPLE BLVD & DR WALTER S DAVIS,1591 ED TEMPLE BLVD & WALTER S DAVIS BLVD,36.173768,-86.822424,,,,,,0
EDTBUCNF,EDTBUCNF,ED TEMPLE BLVD & BUCHANAN ST NB,1813 ED TEMPLE BLVD & BUCHANAN ST,36.181218,-86.824131,,,,,,0
EDT28ANF,EDT28ANF,ED TEMPLE BLVD & 28TH AVE N NB,2013 ED TEMPLE BLVD & 28TH AVE,36.186297,-86.822882,,,,,,0
EDTHEISN,EDTHEISN,ED TEMPLE BLVD & HEIMAN ST SB,1231 ED TEMPLE BLVD & HEIMAN ST,36.169948,-86.821455,,,,,,0
EDTDRWSF,EDTDRWSF,ED TEMPLE BLVD & DR WALTER S DAVIS,1571 ED TEMPLE BLVD & WALTER S DAVIS BLVD,36.173506,-86.822462,,,,,,0
EDTBUCSN,EDTBUCSN,ED TEMPLE BLVD & BUCHANAN ST SB,1809 ED TEMPLE BLVD & BUCHANAN ST,36.181151,-86.824348,,,,,,0
EDT28ASF,EDT28ASF,ED TEMPLE BLVD & 28TH AVE N SB,1987 ED TEMPLE BLVD & 28TH AVE,36.185884,-86.82347,,,,,,0
